省份名,城市名,医院名,医院Url
广东,广州,白云区中医医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuhMKWztFYV-SkLd-scFHPW.htm
广东,广州,增城区中医院,https://www.haodf.com/hospital/DE4r0Fy0C9Luhnksf-sfgnakLd-scFHPW.htm
广东,深圳,广州中医药大学深圳医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuwlKXHdeNexewBFNKaEMw4.htm
广东,深圳,宝安中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuZLhRGXCdcfoRNvXH4DNxe.htm
广东,深圳,深圳市龙岗区中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuZX-aXK16s6Hcyq6vJdZnb.htm
广东,深圳,罗湖区中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGYjr35q9s8Q4z9ZEju-cx.htm
广东,佛山,佛山中医院,https://www.haodf.com/hospital/DE4roiYGYZwEhOqNN8Z2K18e0.htm
广东,佛山,三水区中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuhX-q1IlL74J1SHSYhq37w.htm
广东,佛山,高明区中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGMwMKIMJUo1OdBHBTXzVa.htm
广东,东莞,东莞市中医院,https://www.haodf.com/hospital/DE4roiYGYZwEKUrEpjdCy8jrf.htm
广东,东莞,虎门中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuZ0hnLV-VvWLPECdSRGpar.htm
广东,江门,江门市五邑中医院,https://www.haodf.com/hospital/DE4roiYGYZwEhEOyZJ9SvRJb8.htm
广东,江门,台山中医院,https://www.haodf.com/hospital/DE4rO-XCoLUXxonNTaJfDy6Cbc.htm
广东,江门,新会区中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGMKWkc6HpprbvK9uwpomO.htm
广东,江门,鹤山市中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuhWKU0jchCshmqEELeHuif.htm
广东,江门,开平市中医院,https://www.haodf.com/hospital/DE4r0Fy0C9Luw0JpIkfagO3UuDINgIYJg.htm
广东,江门,五邑中医院恩平分院,https://www.haodf.com/hospital/DE4r0Fy0C9LuhnksfJcgZO51SHSYhq37w.htm
广东,湛江,湛江市第一中医院,https://www.haodf.com/hospital/DE4rO-XCoLU0hXyvi88QpNK6eR.htm
广东,湛江,湛江市第二中医院,https://www.haodf.com/hospital/DE4rO-XCoLUmKaXLPQrVFGoqUr.htm
广东,湛江,徐闻县中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGRGm-srZwos7CIoXi9Fjh.htm
广东,湛江,廉江市中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGRGm-q7fvYMV2YMZWydg7.htm
广东,湛江,遂溪县中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGMgYibn1HfoRNvXH4DNxe.htm
广东,惠州,惠州市中医院,https://www.haodf.com/hospital/DE4rO-XCoLUmJ1U3Urabz6vEQg.htm
广东,惠州,惠东中医院,https://www.haodf.com/hospital/DE4rO-XCoLUXH223Urabz6vEQg.htm
广东,惠州,博罗县中医医院,https://www.haodf.com/hospital/DE4rO-XCoLUXH2U1ObWl99uMTa.htm
广东,肇庆,肇庆市中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuZRfkDj7w-7wWIyvz8Kq1V.htm
广东,肇庆,肇庆市端州区华佗医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuwXhaNxI2Lgbn52sdVLS0n.htm
广东,肇庆,四会市中医院 ,https://www.haodf.com/hospital/DE4r0Fy0C9LuhmCU2NJ8PiPTs3BGmMGOc.htm
广东,汕头,汕头市中医医院,https://www.haodf.com/hospital/DE4rO-XCoLUXiponjfh42XHZ0l.htm
广东,中山,中山市中医院,https://www.haodf.com/hospital/DE4roiYGYZwEia3XIhpq-4h0m.htm
广东,茂名,茂名市中医院,https://www.haodf.com/hospital/DE4roiYGYZwExIbML76GGU71e.htm
广东,茂名,高州市中医院,https://www.haodf.com/hospital/DE4rO-XCoLUXH23s7Vg1MFyDkh.htm
广东,茂名,信宜市中医院,https://www.haodf.com/hospital/DE4rO-XCoLUXCbnEJefaGY-Fi8.htm
广东,茂名,化州市中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGXQ5s4tL1cgRNvXH4DNxe.htm
广东,清远,阳山县中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGRSzV-6hj8ReozGolC54J.htm
广东,清远,佛冈县中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGNholZlLqrSkLd-scFHPW.htm
广东,清远,连州市中医院,https://www.haodf.com/hospital/DE4r0Fy0C9Luh0HqrUI3YxewBFNKaEMw4.htm
广东,揭阳,普宁市中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGl-OXj4gi9Kn52sdVLS0n.htm
广东,揭阳,揭阳市中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGXj3qq17bos7CIoXi9Fjh.htm
广东,揭阳,揭西中医医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuhNGYHsPyIYEJKXY-1sBh8.htm
广东,揭阳,慈云中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuhNKIWhapi4COdBHBTXzVa.htm
广东,韶关,韶关市中医院,https://www.haodf.com/hospital/DE4rO-XCoLUXipOIQgjgKEL-rP.htm
广东,韶关,乐昌市中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGX-rc3bBPCdeozGolC54J.htm
广东,梅州,梅州市中医医院（梅州市田家炳医院）,https://www.haodf.com/hospital/DE4r0Fy0C9LuwYCa0J7FT0lf3o2p0zvkj.htm
广东,梅州,梅州市第二中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGRxNzsthX-Dj-p35r6Dll.htm
广东,河源,河源市中医院,https://www.haodf.com/hospital/DE4rO-XCoLU0GokKnnx8s59Gnn.htm
广东,河源,东源县中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGEysddGcoIOlXG59tZIW0.htm
广东,珠海,珠海医院,https://www.haodf.com/hospital/DE4rO-XCoLUmy2O2m0TUy35vjf.htm
广东,阳江,阳江市中医院,https://www.haodf.com/hospital/DE4rO-XCoLU0KoYQ4wkiNDMHtx.htm
广东,阳江,阳春市中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGlKmkPCc23PTs3BGmMGOc.htm
广东,云浮,罗定市中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuZYhEQ8fbyv0hFZqqOoERk.htm
广东,云浮,新兴县中医院,https://www.haodf.com/hospital/DE4r0Fy0C9Luw0J1qUmIfEnj-p35r6Dll.htm
广东,云浮,云浮市中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuG0-OEQBjb1Bf3o2p0zvkj.htm
广东,云浮,郁南县中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuhnksfJcSSabn52sdVLS0n.htm
广东,潮州,饶平县中医医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuwmKoozeL7FNTs3BGmMGOc.htm
广西,南宁,瑞康医院,https://www.haodf.com/hospital/DE4roiYGYZwIQqeFEgXN3cgkJ.htm
广西,南宁,广西中医一附院,https://www.haodf.com/hospital/DE4roiYGYZwIH9SCFVHDuJVht.htm
广西,南宁,广西中医药大学第一附属医院仁爱分院,https://www.haodf.com/hospital/DE4r0Fy0C9LuwliXNujFfMk8YSpIkSXQi.htm
广西,南宁,南宁市中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuwMgNg0HSh1deozGolC54J.htm
广西,南宁,邕宁区中医医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGmHsctFXfkj7CIoXi9Fjh.htm
广西,柳州,柳州市中医院,https://www.haodf.com/hospital/DE4roiYGYZwIQ7DG6rsvdwrU4.htm
广西,柳州,融水苗族自治县中医医院,https://www.haodf.com/hospital/DE4r0Fy0C9Luhnksf-sTfYYwBFNKaEMw4.htm
广西,玉林,玉林市中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuZXjOUlhc3cTQH5Fy7BKbP.htm
广西,玉林,横县中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGWJomjcgQBReozGolC54J.htm
广西,桂林,桂林市中医院,https://www.haodf.com/hospital/DE4roiYGYZwIQ3VD2kvYsPktj.htm
广西,桂林,永福县中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGYy1qnNz19wWIyvz8Kq1V.htm
广西,百色,那坡县中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGmH79tSmx3PTs3BGmMGOc.htm
广西,百色,田东县中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuwXhpYx25oa2mqEELeHuif.htm
广西,百色,百色市中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGWxpaysGyPMV2YMZWydg7.htm
广西,梧州,梧州市中医医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGMK0Q68R9BMV2YMZWydg7.htm
广西,梧州,岑溪市中医医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuhWjrrpIpRw1OdBHBTXzVa.htm
广西,河池,宜州市中医医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuwmxOOlTOQdk8YSpIkSXQi.htm
广西,河池,巴马瑶族自治县民族医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuG0JpqmywCsZlXG59tZIW0.htm
广西,钦州,钦州市中医院,https://www.haodf.com/hospital/DE4rO-XCoLUmKoNQ4wkiNDMHtx.htm
广西,钦州,灵山县中医医院,https://www.haodf.com/hospital/DE4r0Fy0C9Luhnksf-sDwobn52sdVLS0n.htm
广西,贵港,平南县中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGlKnMeQfgO1OdBHBTXzVa.htm
广西,贵港,桂平市中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuhnksfJcTKU94z9ZEju-cx.htm
广西,来宾,来宾市中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuwlwXH4di0LyrGNzFx56fU.htm
广西,北海,合浦县中医医院,https://www.haodf.com/hospital/DE4r0Fy0C9Luhnksf-sTTXEJKXY-1sBh8.htm
广西,北海,北海市中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuwlxmNVyfhnqa9sDMfNCrT.htm
广西,贺州,贺州市中医院,https://www.haodf.com/hospital/DE4rO-XCoLUm-UaakhlkqINLVW.htm
广西,防城港,防城港市中医医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuwYhINgRJpn2mqEELeHuif.htm
江苏,南京,江苏省中医院,https://www.haodf.com/hospital/DE4roiYGYZwXy1tsGQuzElQch.htm
江苏,南京,南京市中医院,https://www.haodf.com/hospital/DE4roiYGYZwEip7o5nM-zfnJT.htm
江苏,南京,江苏省第二中医院,https://www.haodf.com/hospital/DE4rO-XCoLUmJr5tPQrVFGoqUr.htm
江苏,南京,江宁中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGXHs4Bg2lg51SHSYhq37w.htm
江苏,南京,高淳中医院,https://www.haodf.com/hospital/DE4r0Fy0C9Luw0CnlwNWdK68YSpIkSXQi.htm
江苏,南京,浦口区中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuG0j375rDGoqa9sDMfNCrT.htm
江苏,南京,溧水区中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGYjpILFWS0Wg66K2nYytQ.htm
江苏,南京,秦淮区中医医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGMSMZlG3a00hFZqqOoERk.htm
江苏,南京,建中中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuwXxEYhXpirTQH5Fy7BKbP.htm
江苏,南京,六合区中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGMZWi2OqkZ51SHSYhq37w.htm
江苏,苏州,昆山中医院,https://www.haodf.com/hospital/DE4rO-XCoLUXK2XNTaJfDy6Cbc.htm
江苏,苏州,常熟中医院,https://www.haodf.com/hospital/DE4rO-XCoLUXH74vi88QpNK6eR.htm
江苏,苏州,苏州中医院,https://www.haodf.com/hospital/DE4roiYGYZwEiO5IqlG3HelVn.htm
江苏,苏州, 张家港市中医医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuZ0JOEzFk39COdBHBTXzVa.htm
江苏,苏州,太仓市中医医院,https://www.haodf.com/hospital/DE4rO-XCoLUmxUnXx47TZMZ31t.htm
江苏,苏州,吴江区中医医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGl-OXhb9Up4tMuLDQvLT1.htm
江苏,苏州,相城区中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGNJUIH8HoorbvK9uwpomO.htm
江苏,无锡,无锡中医院,https://www.haodf.com/hospital/DE4roiYGYZwaj5vS30yF9V0wc.htm
江苏,无锡,江阴市中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuZLgLTH4JXlQ4z9ZEju-cx.htm
江苏,无锡,宜兴市中医医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuwRgWZnygC4wWIyvz8Kq1V.htm
江苏,无锡,无锡市第二中医医院,https://www.haodf.com/hospital/DE4r0Fy0C9Luw0KUajtCY-SkLd-scFHPW.htm
江苏,无锡,惠山区中医医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGYxUEisZx7TQH5Fy7BKbP.htm
江苏,徐州,徐州中医院,https://www.haodf.com/hospital/DE4roiYGYZwEx27o5nM-zfnJT.htm
江苏,徐州,邳州市中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGlhNH6uH15fJKXY-1sBh8.htm
江苏,徐州,铜山区中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuwXKnlDRjaObn52sdVLS0n.htm
江苏,南通,南通市中医院,https://www.haodf.com/hospital/DE4roiYGYZwECo3XIhpq-4h0m.htm
江苏,南通,如皋市中医院,https://www.haodf.com/hospital/DE4rO-XCoLUX-pUOljbt3pIpm0.htm
江苏,南通,海安市中医院,https://www.haodf.com/hospital/DE4rO-XCoLUXy5bccTieBvzKOb.htm
江苏,南通,如东中医院,https://www.haodf.com/hospital/DE4r0Fy0C9Luw0xOWZaqjToRNvXH4DNxe.htm
江苏,南通,南通市通州区中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGY-qaLhcERLPECdSRGpar.htm
江苏,泰州,泰州中医院,https://www.haodf.com/hospital/DE4roiYGYZway1uuYe-Bqregr.htm
江苏,泰州,姜堰中医院,https://www.haodf.com/hospital/DE4rO-XCoLUXjpq1ObWl99uMTa.htm
江苏,泰州,靖江市中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuZYxE0fkJXzJ1SHSYhq37w.htm
江苏,泰州,泰兴市中医院,https://www.haodf.com/hospital/DE4r0Fy0C9Luw0JaaLvXT0Wg66K2nYytQ.htm
江苏,泰州,兴化市中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuhnksfJcgZb94z9ZEju-cx.htm
江苏,常州,常州市中医院,https://www.haodf.com/hospital/DE4roiYGYZwEiorEpjdCy8jrf.htm
江苏,常州,金坛区中医院,https://www.haodf.com/hospital/DE4r0Fy0C9Luwmibo0GB5tHcyq6vJdZnb.htm
江苏,常州,溧阳市中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGYyoUMx4Ob4tMuLDQvLT1.htm
江苏,盐城,东台市中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuwRKERVw6rrTQH5Fy7BKbP.htm
江苏,盐城,盐城市中医院,https://www.haodf.com/hospital/DE4rO-XCoLUX-121ObWl99uMTa.htm
江苏,盐城,建湖中医院,https://www.haodf.com/hospital/DE4rO-XCoLUXH378VWVmvC3uh7.htm
江苏,盐城,滨海中医院,https://www.haodf.com/hospital/DE4rO-XCoLUXH35deRtJXK298J.htm
江苏,盐城,射阳县中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGXyb2EQCkZ7rGNzFx56fU.htm
江苏,盐城,大丰市中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGRgWKpXRtg3UuDINgIYJg.htm
江苏,盐城,响水县中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuhNy2oW-9r6iUuDINgIYJg.htm
江苏,扬州,扬州中医院,https://www.haodf.com/hospital/DE4roiYGYZwaQ3vS30yF9V0wc.htm
江苏,扬州,高邮中医院,https://www.haodf.com/hospital/DE4rO-XCoLUmJbpbnnx8s59Gnn.htm
江苏,扬州,扬州广陵医院,https://www.haodf.com/hospital/DE4rO-XCoLUmxb2U0lPR5qqdfm.htm
江苏,扬州,宝应县中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LugYCmYwYYtZs7CIoXi9Fjh.htm
江苏,扬州,江都中医院,https://www.haodf.com/hospital/DE4r0Fy0C9Luw0CIIxrPBhdeozGolC54J.htm
江苏,淮安,淮安市中医院,https://www.haodf.com/hospital/DE4roiYGYZwa-q86yaYLonaQx.htm
江苏,淮安,金湖县中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuwmKUURSpQfnj-p35r6Dll.htm
江苏,淮安,洪泽区中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuwXCIWC3617ZlXG59tZIW0.htm
江苏,淮安,涟水县中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGMSlhm-vGprbvK9uwpomO.htm
江苏,淮安,淮安区楚州中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGYh0z4SmhqtPECdSRGpar.htm
江苏,连云港,连云港中医院,https://www.haodf.com/hospital/DE4rO-XCoLUXKolj7Vg1MFyDkh.htm
江苏,连云港,灌南县中医院,https://www.haodf.com/hospital/DE4r0Fy0C9Luw0CboYg1lHSkLd-scFHPW.htm
江苏,连云港,东海县中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGYy171oqlQgRNvXH4DNxe.htm
江苏,连云港,灌云县中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGXj13qUsElNTs3BGmMGOc.htm
江苏,连云港,赣榆区中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuhlCpIkFz5dj7CIoXi9Fjh.htm
江苏,镇江,丹阳市中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuZNg0KonaZ2s7CIoXi9Fjh.htm
江苏,镇江,镇江中医院,https://www.haodf.com/hospital/DE4roiYGYZwaQcg-DwIIFQwlR.htm
江苏,镇江,扬中市中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuhnksfJcgGU94z9ZEju-cx.htm
江苏,宿迁,宿迁中医院,https://www.haodf.com/hospital/DE4rO-XCoLUm-354tx00uSYNw1.htm
江苏,宿迁,沭阳县中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuwRGMxpEXuMJ1SHSYhq37w.htm
浙江,杭州,浙江省中医院,https://www.haodf.com/hospital/DE4roiYGYZwmhmaCFVHDuJVht.htm
浙江,杭州,杭州市中医院,https://www.haodf.com/hospital/DE4roiYGYZwEHqBdz13dpO1a1.htm
浙江,杭州,浙江中医药大学附属第三医院,https://www.haodf.com/hospital/DE4roiYGYZwnKIbML76GGU71e.htm
浙江,杭州,浙江中医药大学附属江南医院,https://www.haodf.com/hospital/DE4rO-XCoLUXxpaXx47TZMZ31t.htm
浙江,杭州,余杭中医院,https://www.haodf.com/hospital/DE4rO-XCoLUmiaYReRtJXK298J.htm
浙江,杭州,桐庐中医院,https://www.haodf.com/hospital/DE4rO-XCoLUmJUq1ObWl99uMTa.htm
浙江,杭州,富阳市中医骨伤医院,https://www.haodf.com/hospital/DE4rO-XCoLUmJ2q3Urabz6vEQg.htm
浙江,杭州,临安中医院,https://www.haodf.com/hospital/DE4rO-XCoLUmianYw1mnSzFYx4.htm
浙江,杭州,下城区中医院,https://www.haodf.com/hospital/DE4rO-XCoLUmiaWLPQrVFGoqUr.htm
浙江,杭州,淳安县中医院,https://www.haodf.com/hospital/DE4rO-XCoLUmC1Ubnnx8s59Gnn.htm
浙江,杭州,杭州市富阳区中医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuG0KUIH8JaoU0pMy6P-9em.htm
浙江,杭州,萧山第六人民医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuwXxEYCU7mLQ4z9ZEju-cx.htm
